,Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Monthly,Net Revenue
2327,2022-10-17,Zinc,Mineral,142,22.47,3190.74,0.2,0,UK,iHerb,0.0,2022-10,3190.74
2328,2022-10-17,Collagen Peptides,Protein,163,19.35,3154.05,0.14,1,USA,Walmart,0.006134969325153374,2022-10,3137.409
2329,2022-10-17,Magnesium,Mineral,143,13.17,1883.31,0.25,0,USA,Walmart,0.0,2022-10,1883.31
2330,2022-10-17,Ashwagandha,Herbal,156,42.3,6598.8,0.09,2,Canada,Walmart,0.01282051282051282,2022-10,6521.814
2331,2022-10-17,Melatonin,Sleep Aid,158,15.7,2480.6,0.16,1,Canada,iHerb,0.006329113924050633,2022-10,2467.412
2332,2022-10-17,Biotin,Vitamin,148,45.24,6695.52,0.08,1,UK,iHerb,0.006756756756756757,2022-10,6653.899200000001
2333,2022-10-17,Green Tea Extract,Fat Burner,125,38.39,4798.75,0.09,2,Canada,Walmart,0.016,2022-10,4728.8802
2334,2022-10-17,Iron Supplement,Mineral,151,35.57,5371.07,0.16,2,USA,Amazon,0.013245033112582781,2022-10,5311.3124
2335,2022-10-17,Electrolyte Powder,Hydration,142,17.83,2531.86,0.16,3,Canada,Amazon,0.02112676056338028,2022-10,2486.9284000000002
2336,2022-10-24,Whey Protein,Protein,147,47.83,7031.01,0.21,3,USA,Amazon,0.02040816326530612,2022-10,6917.6529
2337,2022-10-24,Vitamin C,Vitamin,154,10.77,1658.58,0.03,0,Canada,iHerb,0.0,2022-10,1658.58
2338,2022-10-24,Fish Oil,Omega,158,34.82,5501.56,0.12,1,USA,Walmart,0.006329113924050633,2022-10,5470.9184000000005
2339,2022-10-24,Multivitamin,Vitamin,166,27.62,4584.92,0.19,0,UK,iHerb,0.0,2022-10,4584.92
2340,2022-10-24,Pre-Workout,Performance,156,56.61,8831.16,0.22,1,USA,Walmart,0.00641025641025641,2022-10,8787.0042
2341,2022-10-24,BCAA,Amino Acid,153,22.89,3502.17,0.02,1,USA,Amazon,0.006535947712418301,2022-10,3479.7378
2342,2022-10-24,Creatine,Performance,166,38.09,6322.94,0.11,1,Canada,Walmart,0.006024096385542169,2022-10,6289.0399
2343,2022-10-24,Zinc,Mineral,154,13.06,2011.24,0.12,3,USA,Walmart,0.01948051948051948,2022-10,1976.7616
2344,2022-10-24,Collagen Peptides,Protein,131,17.68,2316.08,0.19,2,UK,Amazon,0.015267175572519083,2022-10,2287.4384
2345,2022-10-24,Magnesium,Mineral,152,54.42,8271.84,0.19,3,Canada,Walmart,0.019736842105263157,2022-10,8139.5994
2346,2022-10-24,Ashwagandha,Herbal,162,32.9,5329.8,0.22,4,USA,iHerb,0.024691358024691357,2022-10,5227.152
2347,2022-10-24,Melatonin,Sleep Aid,181,53.67,9714.27,0.1,0,USA,Walmart,0.0,2022-10,9714.27
2348,2022-10-24,Biotin,Vitamin,129,22.49,2901.21,0.12,2,UK,Walmart,0.015503875968992248,2022-10,2861.6276000000003
2349,2022-10-24,Green Tea Extract,Fat Burner,151,36.97,5582.47,0.13,0,Canada,iHerb,0.0,2022-10,5582.47
2350,2022-10-24,Iron Supplement,Mineral,131,20.25,2652.75,0.22,3,Canada,Amazon,0.022900763358778626,2022-10,2605.365
2351,2022-10-24,Electrolyte Powder,Hydration,141,18.77,2646.57,0.2,3,Canada,iHerb,0.02127659574468085,2022-10,2601.522
2352,2022-10-31,Whey Protein,Protein,165,47.93,7908.45,0.02,0,Canada,Amazon,0.0,2022-10,7908.45
2353,2022-10-31,Vitamin C,Vitamin,160,59.78,9564.8,0.02,3,Canada,Walmart,0.01875,2022-10,9389.0468
2354,2022-10-31,Fish Oil,Omega,149,50.86,7578.14,0.23,1,Canada,iHerb,0.006711409395973154,2022-10,7538.977800000001
2355,2022-10-31,Multivitamin,Vitamin,177,14.1,2495.7,0.11,3,USA,Walmart,0.01694915254237288,2022-10,2458.053
2356,2022-10-31,Pre-Workout,Performance,149,46.48,6925.52,0.05,4,Canada,iHerb,0.026845637583892617,2022-10,6748.896000000001
2357,2022-10-31,BCAA,Amino Acid,143,31.12,4450.16,0.04,1,USA,Walmart,0.006993006993006993,2022-10,4420.284799999999
2358,2022-10-31,Creatine,Performance,138,19.35,2670.3,0.12,2,Canada,Amazon,0.014492753623188406,2022-10,2636.244
2359,2022-10-31,Zinc,Mineral,152,41.83,6358.16,0.17,2,UK,iHerb,0.013157894736842105,2022-10,6288.7222
2360,2022-10-31,Collagen Peptides,Protein,148,13.49,1996.52,0.21,2,USA,Walmart,0.013513513513513514,2022-10,1975.2058
2361,2022-10-31,Magnesium,Mineral,140,10.63,1488.2,0.05,0,Canada,Amazon,0.0,2022-10,1488.2
2362,2022-10-31,Ashwagandha,Herbal,161,50.68,8159.48,0.0,1,USA,Walmart,0.006211180124223602,2022-10,8108.799999999999
2363,2022-10-31,Melatonin,Sleep Aid,157,42.49,6670.93,0.02,0,Canada,Walmart,0.0,2022-10,6670.93
2364,2022-10-31,Biotin,Vitamin,149,17.29,2576.21,0.05,0,USA,Amazon,0.0,2022-10,2576.21
2365,2022-10-31,Green Tea Extract,Fat Burner,140,29.76,4166.4,0.16,1,Canada,Amazon,0.007142857142857143,2022-10,4141.401599999999
2366,2022-10-31,Iron Supplement,Mineral,161,16.33,2629.13,0.01,3,Canada,Amazon,0.018633540372670808,2022-10,2580.6299
2367,2022-10-31,Electrolyte Powder,Hydration,129,11.11,1433.19,0.16,1,USA,Walmart,0.007751937984496124,2022-10,1423.8576
2368,2022-11-07,Whey Protein,Protein,147,24.84,3651.48,0.04,0,Canada,iHerb,0.0,2022-11,3651.48
2369,2022-11-07,Vitamin C,Vitamin,134,22.03,2952.02,0.08,4,Canada,Walmart,0.029850746268656716,2022-11,2870.9496
2370,2022-11-07,Fish Oil,Omega,145,26.23,3803.35,0.05,0,Canada,Amazon,0.0,2022-11,3803.35
2371,2022-11-07,Multivitamin,Vitamin,121,31.18,3772.78,0.05,1,UK,Walmart,0.008264462809917356,2022-11,3743.159
2372,2022-11-07,Pre-Workout,Performance,134,23.58,3159.72,0.09,0,Canada,Amazon,0.0,2022-11,3159.72
2373,2022-11-07,BCAA,Amino Acid,147,26.44,3886.68,0.22,3,Canada,iHerb,0.02040816326530612,2022-11,3824.8104
2374,2022-11-07,Creatine,Performance,156,13.78,2149.68,0.12,5,UK,Amazon,0.03205128205128205,2022-11,2089.048
2375,2022-11-07,Zinc,Mineral,158,36.16,5713.28,0.23,3,USA,Amazon,0.0189873417721519,2022-11,5629.7504
2376,2022-11-07,Collagen Peptides,Protein,164,25.23,4137.72,0.01,4,UK,iHerb,0.024390243902439025,2022-11,4037.8092
2377,2022-11-07,Magnesium,Mineral,153,17.46,2671.38,0.21,3,UK,iHerb,0.0196078431372549,2022-11,2629.9998
2378,2022-11-07,Ashwagandha,Herbal,162,28.3,4584.6,0.08,0,Canada,iHerb,0.0,2022-11,4584.6
2379,2022-11-07,Melatonin,Sleep Aid,164,41.54,6812.56,0.13,2,Canada,Walmart,0.012195121951219513,2022-11,6740.280400000001
2380,2022-11-07,Biotin,Vitamin,172,48.67,8371.24,0.01,0,UK,iHerb,0.0,2022-11,8371.24
2381,2022-11-07,Green Tea Extract,Fat Burner,147,49.46,7270.62,0.13,0,USA,Walmart,0.0,2022-11,7270.62
2382,2022-11-07,Iron Supplement,Mineral,162,37.73,6112.26,0.2,2,USA,iHerb,0.012345679012345678,2022-11,6051.892
2383,2022-11-07,Electrolyte Powder,Hydration,139,41.41,5755.99,0.18,2,UK,Walmart,0.014388489208633094,2022-11,5688.0776
2384,2022-11-14,Whey Protein,Protein,187,57.55,10761.85,0.13,2,USA,Amazon,0.0106951871657754,2022-11,10661.713
2385,2022-11-14,Vitamin C,Vitamin,131,48.47,6349.57,0.18,0,UK,Walmart,0.0,2022-11,6349.57
2386,2022-11-14,Fish Oil,Omega,152,59.79,9088.08,0.22,0,Canada,Walmart,0.0,2022-11,9088.08
2387,2022-11-14,Multivitamin,Vitamin,145,32.11,4655.95,0.16,1,Canada,Walmart,0.006896551724137931,2022-11,4628.9776
2388,2022-11-14,Pre-Workout,Performance,143,17.28,2471.04,0.21,1,UK,Amazon,0.006993006993006993,2022-11,2457.3888
2389,2022-11-14,BCAA,Amino Acid,146,34.83,5085.18,0.14,4,USA,Amazon,0.0273972602739726,2022-11,4965.3648
2390,2022-11-14,Creatine,Performance,167,33.66,5621.22,0.24,1,USA,iHerb,0.005988023952095809,2022-11,5595.6384
2391,2022-11-14,Zinc,Mineral,145,15.72,2279.4,0.19,2,Canada,iHerb,0.013793103448275862,2022-11,2253.9336000000003
2392,2022-11-14,Collagen Peptides,Protein,140,59.27,8297.8,0.09,1,USA,Amazon,0.007142857142857143,2022-11,8243.8643
2393,2022-11-14,Magnesium,Mineral,169,20.74,3505.06,0.22,6,Canada,Walmart,0.03550295857988166,2022-11,3407.9968
2394,2022-11-14,Ashwagandha,Herbal,130,29.53,3838.9,0.13,3,Canada,iHerb,0.023076923076923078,2022-11,3761.8267
2395,2022-11-14,Melatonin,Sleep Aid,139,38.09,5294.51,0.0,1,USA,iHerb,0.007194244604316547,2022-11,5256.42
2396,2022-11-14,Biotin,Vitamin,128,12.0,1536.0,0.21,0,Canada,Amazon,0.0,2022-11,1536.0
2397,2022-11-14,Green Tea Extract,Fat Burner,144,47.31,6812.64,0.05,0,Canada,Walmart,0.0,2022-11,6812.64
2398,2022-11-14,Iron Supplement,Mineral,158,48.3,7631.4,0.11,1,USA,iHerb,0.006329113924050633,2022-11,7588.413
2399,2022-11-14,Electrolyte Powder,Hydration,148,55.11,8156.28,0.01,1,UK,iHerb,0.006756756756756757,2022-11,8101.7211
2400,2022-11-21,Whey Protein,Protein,167,56.62,9455.54,0.16,4,USA,Walmart,0.023952095808383235,2022-11,9265.2968
2401,2022-11-21,Vitamin C,Vitamin,160,21.56,3449.6,0.1,0,Canada,iHerb,0.0,2022-11,3449.6
2402,2022-11-21,Fish Oil,Omega,150,57.81,8671.5,0.11,2,Canada,iHerb,0.013333333333333334,2022-11,8568.5982
2403,2022-11-21,Multivitamin,Vitamin,175,20.43,3575.25,0.12,1,UK,Amazon,0.005714285714285714,2022-11,3557.2716
2404,2022-11-21,Pre-Workout,Performance,146,51.32,7492.72,0.11,1,UK,Walmart,0.00684931506849315,2022-11,7447.0452000000005
2405,2022-11-21,BCAA,Amino Acid,150,17.56,2634.0,0.15,1,UK,Amazon,0.006666666666666667,2022-11,2619.074
2406,2022-11-21,Creatine,Performance,166,26.45,4390.7,0.15,0,Canada,Walmart,0.0,2022-11,4390.7
2407,2022-11-21,Zinc,Mineral,142,27.68,3930.56,0.13,2,UK,Walmart,0.014084507042253521,2022-11,3882.3968
2408,2022-11-21,Collagen Peptides,Protein,152,25.39,3859.28,0.03,2,Canada,Walmart,0.013157894736842105,2022-11,3810.0234
2409,2022-11-21,Magnesium,Mineral,165,30.35,5007.75,0.12,2,USA,Amazon,0.012121212121212121,2022-11,4954.334
2410,2022-11-21,Ashwagandha,Herbal,156,46.07,7186.92,0.02,1,USA,Walmart,0.00641025641025641,2022-11,7141.7714
2411,2022-11-21,Melatonin,Sleep Aid,163,17.45,2844.35,0.25,3,UK,iHerb,0.018404907975460124,2022-11,2805.0875
2412,2022-11-21,Biotin,Vitamin,160,19.19,3070.4,0.24,2,Canada,Amazon,0.0125,2022-11,3041.2312
2413,2022-11-21,Green Tea Extract,Fat Burner,165,26.76,4415.4,0.25,2,USA,iHerb,0.012121212121212121,2022-11,4375.259999999999
2414,2022-11-21,Iron Supplement,Mineral,135,34.1,4603.5,0.01,1,Canada,Amazon,0.007407407407407408,2022-11,4569.741
2415,2022-11-21,Electrolyte Powder,Hydration,147,27.75,4079.25,0.25,0,Canada,Walmart,0.0,2022-11,4079.25
2416,2022-11-28,Whey Protein,Protein,153,46.69,7143.57,0.25,3,Canada,Amazon,0.0196078431372549,2022-11,7038.5175
2417,2022-11-28,Vitamin C,Vitamin,152,51.75,7866.0,0.23,5,Canada,Walmart,0.03289473684210526,2022-11,7666.7625
2418,2022-11-28,Fish Oil,Omega,136,14.45,1965.2,0.07,2,USA,Amazon,0.014705882352941176,2022-11,1938.323
2419,2022-11-28,Multivitamin,Vitamin,165,41.55,6855.75,0.13,2,Canada,Walmart,0.012121212121212121,2022-11,6783.453
2420,2022-11-28,Pre-Workout,Performance,146,43.86,6403.56,0.17,1,UK,Walmart,0.00684931506849315,2022-11,6367.1562
2421,2022-11-28,BCAA,Amino Acid,167,29.06,4853.02,0.19,1,USA,iHerb,0.005988023952095809,2022-11,4829.481400000001
2422,2022-11-28,Creatine,Performance,168,28.47,4782.96,0.22,1,Canada,iHerb,0.005952380952380952,2022-11,4760.7534
2423,2022-11-28,Zinc,Mineral,150,23.83,3574.5,0.16,0,Canada,iHerb,0.0,2022-11,3574.5
2424,2022-11-28,Collagen Peptides,Protein,167,19.54,3263.18,0.17,2,USA,Amazon,0.011976047904191617,2022-11,3230.7436
2425,2022-11-28,Magnesium,Mineral,137,30.45,4171.65,0.17,2,Canada,Walmart,0.014598540145985401,2022-11,4121.103
2426,2022-11-28,Ashwagandha,Herbal,151,47.9,7232.9,0.15,2,Canada,Amazon,0.013245033112582781,2022-11,7151.469999999999
2427,2022-11-28,Melatonin,Sleep Aid,144,40.75,5868.0,0.21,1,USA,Amazon,0.006944444444444444,2022-11,5835.8075
2428,2022-11-28,Biotin,Vitamin,139,28.56,3969.84,0.17,1,UK,Amazon,0.007194244604316547,2022-11,3946.1352
2429,2022-11-28,Green Tea Extract,Fat Burner,164,44.23,7253.72,0.05,5,USA,Amazon,0.03048780487804878,2022-11,7043.6275000000005
2430,2022-11-28,Iron Supplement,Mineral,164,26.51,4347.64,0.13,0,Canada,Amazon,0.0,2022-11,4347.64
2431,2022-11-28,Electrolyte Powder,Hydration,151,37.65,5685.15,0.16,1,Canada,Walmart,0.006622516556291391,2022-11,5653.523999999999
2432,2022-12-05,Whey Protein,Protein,150,15.43,2314.5,0.2,0,USA,Amazon,0.0,2022-12,2314.5
2433,2022-12-05,Vitamin C,Vitamin,117,48.25,5645.25,0.1,2,Canada,Walmart,0.017094017094017096,2022-12,5558.4
2434,2022-12-05,Fish Oil,Omega,151,45.84,6921.84,0.03,2,UK,iHerb,0.013245033112582781,2022-12,6832.9104
2435,2022-12-05,Multivitamin,Vitamin,136,48.06,6536.16,0.24,1,UK,iHerb,0.007352941176470588,2022-12,6499.6344
2436,2022-12-05,Pre-Workout,Performance,163,50.36,8208.68,0.16,0,USA,Walmart,0.0,2022-12,8208.68
2437,2022-12-05,BCAA,Amino Acid,143,29.15,4168.45,0.05,2,Canada,Amazon,0.013986013986013986,2022-12,4113.065
2438,2022-12-05,Creatine,Performance,151,55.71,8412.21,0.13,1,UK,Amazon,0.006622516556291391,2022-12,8363.7423
2439,2022-12-05,Zinc,Mineral,149,12.8,1907.2,0.1,0,USA,Amazon,0.0,2022-12,1907.2
2440,2022-12-05,Collagen Peptides,Protein,152,36.68,5575.36,0.03,3,UK,iHerb,0.019736842105263157,2022-12,5468.6212
2441,2022-12-05,Magnesium,Mineral,168,27.17,4564.56,0.15,0,UK,Walmart,0.0,2022-12,4564.56
2442,2022-12-05,Ashwagandha,Herbal,145,55.78,8088.1,0.21,2,Canada,Amazon,0.013793103448275862,2022-12,7999.9676
2443,2022-12-05,Melatonin,Sleep Aid,151,56.62,8549.62,0.24,0,Canada,Amazon,0.0,2022-12,8549.62
2444,2022-12-05,Biotin,Vitamin,136,37.07,5041.52,0.0,0,UK,Amazon,0.0,2022-12,5041.52
2445,2022-12-05,Green Tea Extract,Fat Burner,167,27.86,4652.62,0.22,2,USA,iHerb,0.011976047904191617,2022-12,4609.1584
2446,2022-12-05,Iron Supplement,Mineral,162,15.67,2538.54,0.11,1,UK,Amazon,0.006172839506172839,2022-12,2524.5937
2447,2022-12-05,Electrolyte Powder,Hydration,152,59.57,9054.64,0.06,0,UK,Walmart,0.0,2022-12,9054.64
2448,2022-12-12,Whey Protein,Protein,151,31.99,4830.49,0.19,1,UK,Walmart,0.006622516556291391,2022-12,4804.5781
2449,2022-12-12,Vitamin C,Vitamin,154,11.25,1732.5,0.14,3,UK,Walmart,0.01948051948051948,2022-12,1703.475
2450,2022-12-12,Fish Oil,Omega,172,32.94,5665.68,0.25,1,UK,Amazon,0.005813953488372093,2022-12,5640.975
2451,2022-12-12,Multivitamin,Vitamin,166,35.71,5927.86,0.21,2,Canada,Amazon,0.012048192771084338,2022-12,5871.4382
2452,2022-12-12,Pre-Workout,Performance,141,33.99,4792.59,0.21,3,UK,Walmart,0.02127659574468085,2022-12,4712.0337
2453,2022-12-12,BCAA,Amino Acid,153,48.74,7457.22,0.18,1,UK,Walmart,0.006535947712418301,2022-12,7417.2532
2454,2022-12-12,Creatine,Performance,130,32.78,4261.4,0.09,2,Canada,Walmart,0.015384615384615385,2022-12,4201.7404
2455,2022-12-12,Zinc,Mineral,156,51.85,8088.6,0.07,0,USA,iHerb,0.0,2022-12,8088.6
2456,2022-12-12,Collagen Peptides,Protein,147,58.27,8565.69,0.2,4,UK,Walmart,0.027210884353741496,2022-12,8379.226
2457,2022-12-12,Magnesium,Mineral,135,37.89,5115.15,0.07,2,UK,iHerb,0.014814814814814815,2022-12,5044.674599999999
2458,2022-12-12,Ashwagandha,Herbal,141,35.06,4943.46,0.06,2,Canada,Amazon,0.014184397163120567,2022-12,4877.5472
2459,2022-12-12,Melatonin,Sleep Aid,148,28.14,4164.72,0.0,1,UK,Amazon,0.006756756756756757,2022-12,4136.58
2460,2022-12-12,Biotin,Vitamin,144,25.4,3657.6,0.07,1,USA,Amazon,0.006944444444444444,2022-12,3633.978
2461,2022-12-12,Green Tea Extract,Fat Burner,134,44.62,5979.08,0.16,2,Canada,iHerb,0.014925373134328358,2022-12,5904.1184
2462,2022-12-12,Iron Supplement,Mineral,148,50.52,7476.96,0.11,2,USA,Amazon,0.013513513513513514,2022-12,7387.0344000000005
2463,2022-12-12,Electrolyte Powder,Hydration,148,48.01,7105.48,0.04,1,UK,iHerb,0.006756756756756757,2022-12,7059.390399999999
2464,2022-12-19,Whey Protein,Protein,139,21.52,2991.28,0.14,2,Canada,Walmart,0.014388489208633094,2022-12,2954.2656
2465,2022-12-19,Vitamin C,Vitamin,161,59.44,9569.84,0.15,1,Canada,Walmart,0.006211180124223602,2022-12,9519.316
2466,2022-12-19,Fish Oil,Omega,164,47.46,7783.44,0.05,1,UK,iHerb,0.006097560975609756,2022-12,7738.352999999999
2467,2022-12-19,Multivitamin,Vitamin,165,44.17,7288.05,0.15,3,UK,iHerb,0.01818181818181818,2022-12,7175.4165
2468,2022-12-19,Pre-Workout,Performance,142,16.16,2294.72,0.17,2,UK,Amazon,0.014084507042253521,2022-12,2267.8943999999997
2469,2022-12-19,BCAA,Amino Acid,147,31.0,4557.0,0.05,1,USA,iHerb,0.006802721088435374,2022-12,4527.55
2470,2022-12-19,Creatine,Performance,146,48.71,7111.66,0.15,0,Canada,iHerb,0.0,2022-12,7111.66
2471,2022-12-19,Zinc,Mineral,173,11.71,2025.83,0.2,1,UK,Walmart,0.005780346820809248,2022-12,2016.462
2472,2022-12-19,Collagen Peptides,Protein,153,30.99,4741.47,0.22,1,UK,Amazon,0.006535947712418301,2022-12,4717.2978
2473,2022-12-19,Magnesium,Mineral,171,33.39,5709.69,0.02,3,UK,iHerb,0.017543859649122806,2022-12,5611.5234
2474,2022-12-19,Ashwagandha,Herbal,128,36.87,4719.36,0.04,0,UK,Amazon,0.0,2022-12,4719.36
2475,2022-12-19,Melatonin,Sleep Aid,147,18.03,2650.41,0.02,0,USA,Amazon,0.0,2022-12,2650.41
2476,2022-12-19,Biotin,Vitamin,158,32.63,5155.54,0.13,0,USA,iHerb,0.0,2022-12,5155.54
2477,2022-12-19,Green Tea Extract,Fat Burner,127,37.19,4723.13,0.18,1,USA,Walmart,0.007874015748031496,2022-12,4692.6342
2478,2022-12-19,Iron Supplement,Mineral,146,49.04,7159.84,0.09,2,UK,Amazon,0.0136986301369863,2022-12,7070.5872
2479,2022-12-19,Electrolyte Powder,Hydration,150,55.36,8304.0,0.23,1,USA,Amazon,0.006666666666666667,2022-12,8261.3728
2480,2022-12-26,Whey Protein,Protein,150,56.79,8518.5,0.11,0,USA,Walmart,0.0,2022-12,8518.5
2481,2022-12-26,Vitamin C,Vitamin,148,35.13,5199.24,0.14,1,UK,Amazon,0.006756756756756757,2022-12,5169.0282
2482,2022-12-26,Fish Oil,Omega,160,28.34,4534.4,0.19,1,USA,Walmart,0.00625,2022-12,4511.4446
2483,2022-12-26,Multivitamin,Vitamin,138,27.25,3760.5,0.03,6,USA,Walmart,0.043478260869565216,2022-12,3601.905
2484,2022-12-26,Pre-Workout,Performance,122,32.6,3977.2,0.08,1,UK,Amazon,0.00819672131147541,2022-12,3947.2079999999996
2485,2022-12-26,BCAA,Amino Acid,135,26.62,3593.7,0.15,2,Canada,Walmart,0.014814814814814815,2022-12,3548.446
2486,2022-12-26,Creatine,Performance,167,40.42,6750.14,0.1,2,Canada,Amazon,0.011976047904191617,2022-12,6677.384
2487,2022-12-26,Zinc,Mineral,160,15.19,2430.4,0.1,2,Canada,Walmart,0.0125,2022-12,2403.058
2488,2022-12-26,Collagen Peptides,Protein,148,30.57,4524.36,0.15,7,Canada,iHerb,0.0472972972972973,2022-12,4342.4685
2489,2022-12-26,Magnesium,Mineral,150,18.14,2721.0,0.01,2,UK,Walmart,0.013333333333333334,2022-12,2685.0828
2490,2022-12-26,Ashwagandha,Herbal,151,44.77,6760.27,0.19,1,USA,iHerb,0.006622516556291391,2022-12,6724.0063
2491,2022-12-26,Melatonin,Sleep Aid,145,32.64,4732.8,0.2,2,USA,Walmart,0.013793103448275862,2022-12,4680.576
2492,2022-12-26,Biotin,Vitamin,156,56.96,8885.76,0.14,1,USA,Walmart,0.00641025641025641,2022-12,8836.7744
2493,2022-12-26,Green Tea Extract,Fat Burner,146,42.54,6210.84,0.04,0,UK,Amazon,0.0,2022-12,6210.84
2494,2022-12-26,Iron Supplement,Mineral,157,34.98,5491.86,0.19,2,Canada,Walmart,0.012738853503184714,2022-12,5435.1924
2495,2022-12-26,Electrolyte Powder,Hydration,129,20.97,2705.13,0.06,1,Canada,iHerb,0.007751937984496124,2022-12,2685.4182
2496,2023-01-02,Whey Protein,Protein,150,13.38,2007.0,0.04,5,UK,Walmart,0.03333333333333333,2023-01,1942.776
2497,2023-01-02,Vitamin C,Vitamin,149,52.44,7813.56,0.13,2,Canada,iHerb,0.013422818791946308,2023-01,7722.3144
2498,2023-01-02,Fish Oil,Omega,138,23.62,3259.56,0.21,0,Canada,iHerb,0.0,2023-01,3259.56
2499,2023-01-02,Multivitamin,Vitamin,160,54.06,8649.6,0.08,2,UK,iHerb,0.0125,2023-01,8550.1296
2500,2023-01-02,Pre-Workout,Performance,149,42.27,6298.23,0.24,0,Canada,Walmart,0.0,2023-01,6298.23
2501,2023-01-02,BCAA,Amino Acid,171,50.37,8613.27,0.1,1,Canada,Walmart,0.005847953216374269,2023-01,8567.937
2502,2023-01-02,Creatine,Performance,166,36.73,6097.18,0.01,0,UK,Walmart,0.0,2023-01,6097.18
2503,2023-01-02,Zinc,Mineral,155,39.13,6065.15,0.04,1,UK,iHerb,0.0064516129032258064,2023-01,6027.5851999999995
2504,2023-01-02,Collagen Peptides,Protein,145,53.52,7760.4,0.19,0,UK,Amazon,0.0,2023-01,7760.4
2505,2023-01-02,Magnesium,Mineral,168,47.19,7927.92,0.04,2,Canada,Amazon,0.011904761904761904,2023-01,7837.3152
2506,2023-01-02,Ashwagandha,Herbal,140,10.84,1517.6,0.04,0,Canada,Walmart,0.0,2023-01,1517.6
2507,2023-01-02,Melatonin,Sleep Aid,140,44.6,6244.0,0.01,2,UK,Amazon,0.014285714285714285,2023-01,6155.692
2508,2023-01-02,Biotin,Vitamin,173,40.72,7044.56,0.01,4,USA,Walmart,0.023121387283236993,2023-01,6883.308800000001
2509,2023-01-02,Green Tea Extract,Fat Burner,151,27.12,4095.12,0.02,1,UK,Amazon,0.006622516556291391,2023-01,4068.5424
2510,2023-01-02,Iron Supplement,Mineral,156,29.19,4553.64,0.03,1,USA,iHerb,0.00641025641025641,2023-01,4525.3257
2511,2023-01-02,Electrolyte Powder,Hydration,131,16.76,2195.56,0.15,1,UK,iHerb,0.007633587786259542,2023-01,2181.314
2512,2023-01-09,Whey Protein,Protein,139,32.85,4566.15,0.1,1,USA,Amazon,0.007194244604316547,2023-01,4536.585
2513,2023-01-09,Vitamin C,Vitamin,150,37.95,5692.5,0.17,0,USA,Walmart,0.0,2023-01,5692.5
2514,2023-01-09,Fish Oil,Omega,149,19.32,2878.68,0.14,3,Canada,iHerb,0.020134228187919462,2023-01,2828.8343999999997
2515,2023-01-09,Multivitamin,Vitamin,167,30.96,5170.32,0.15,0,UK,Walmart,0.0,2023-01,5170.32
2516,2023-01-09,Pre-Workout,Performance,160,55.17,8827.2,0.0,1,USA,Walmart,0.00625,2023-01,8772.03
2517,2023-01-09,BCAA,Amino Acid,163,54.72,8919.36,0.01,2,USA,Amazon,0.012269938650306749,2023-01,8811.0144
2518,2023-01-09,Creatine,Performance,152,35.68,5423.36,0.15,0,UK,Amazon,0.0,2023-01,5423.36
2519,2023-01-09,Zinc,Mineral,141,33.42,4712.22,0.21,1,Canada,Walmart,0.0070921985815602835,2023-01,4685.818200000001
2520,2023-01-09,Collagen Peptides,Protein,170,48.54,8251.8,0.03,0,USA,Walmart,0.0,2023-01,8251.8
2521,2023-01-09,Magnesium,Mineral,141,50.97,7186.77,0.18,4,UK,iHerb,0.028368794326241134,2023-01,7019.588400000001
2522,2023-01-09,Ashwagandha,Herbal,158,44.95,7102.1,0.25,2,USA,Amazon,0.012658227848101266,2023-01,7034.675
2523,2023-01-09,Melatonin,Sleep Aid,133,52.54,6987.82,0.24,0,UK,iHerb,0.0,2023-01,6987.82
2524,2023-01-09,Biotin,Vitamin,150,22.37,3355.5,0.15,1,USA,Amazon,0.006666666666666667,2023-01,3336.4855
2525,2023-01-09,Green Tea Extract,Fat Burner,144,36.46,5250.24,0.11,1,Canada,iHerb,0.006944444444444444,2023-01,5217.790599999999
2526,2023-01-09,Iron Supplement,Mineral,143,12.37,1768.91,0.05,2,UK,Walmart,0.013986013986013986,2023-01,1745.4070000000002
2527,2023-01-09,Electrolyte Powder,Hydration,161,15.43,2484.23,0.19,1,UK,iHerb,0.006211180124223602,2023-01,2471.7317
2528,2023-01-16,Whey Protein,Protein,178,26.34,4688.52,0.07,2,USA,Walmart,0.011235955056179775,2023-01,4639.5276
2529,2023-01-16,Vitamin C,Vitamin,129,18.79,2423.91,0.19,1,USA,iHerb,0.007751937984496124,2023-01,2408.6901
2530,2023-01-16,Fish Oil,Omega,147,20.71,3044.37,0.14,4,USA,iHerb,0.027210884353741496,2023-01,2973.1276
2531,2023-01-16,Multivitamin,Vitamin,128,22.15,2835.2,0.06,1,UK,Amazon,0.0078125,2023-01,2814.379
2532,2023-01-16,Pre-Workout,Performance,138,41.84,5773.92,0.13,1,USA,Walmart,0.007246376811594203,2023-01,5737.5192
2533,2023-01-16,BCAA,Amino Acid,138,30.06,4148.28,0.2,2,UK,Amazon,0.014492753623188406,2023-01,4100.183999999999
2534,2023-01-16,Creatine,Performance,134,55.41,7424.94,0.13,3,Canada,Amazon,0.022388059701492536,2023-01,7280.3198999999995
2535,2023-01-16,Zinc,Mineral,125,36.97,4621.25,0.22,0,UK,Walmart,0.0,2023-01,4621.25
2536,2023-01-16,Collagen Peptides,Protein,140,53.29,7460.6,0.23,5,UK,iHerb,0.03571428571428571,2023-01,7255.4335
